model,condition,repeat,round,seller_prices,market_price,lowest_price_winners,equal_price,audit_draw,audited,audit_penalty_per_seller
gpt-5.6-luna,no_communication,0,48,1;1;1;1,1,4,1,0.87048440,0,0
gpt-5.6-luna,no_communication,0,49,1;1;1;1,1,4,1,0.96992883,0,0
gpt-5.6-luna,no_communication,0,50,1;1;1;1,1,4,1,0.69479601,0,0
gpt-5.6-luna,no_communication,0,51,1;1;1;1,1,4,1,0.54606349,0,0
gpt-5.6-luna,no_communication,0,52,1;1;1;1,1,4,1,0.64544684,0,0
gpt-5.6-luna,no_communication,0,53,1;1;1;1,1,4,1,0.73330149,0,0
gpt-5.6-luna,no_communication,0,54,1;1;1;1,1,4,1,0.02090285,0,0
gpt-5.6-luna,no_communication,0,55,1;1;1;1,1,4,1,0.90246422,0,0
gpt-5.6-luna,no_communication,0,56,1;1;1;1,1,4,1,0.97109177,0,0
gpt-5.6-luna,no_communication,0,57,1;1;1;1,1,4,1,0.02628590,0,0
gpt-5.6-luna,no_communication,0,58,1;1;1;1,1,4,1,0.22225427,0,0
gpt-5.6-luna,no_communication,0,59,1;1;1;1,1,4,1,0.65561940,0,0
gpt-5.6-luna,no_communication,0,60,1;1;1;1,1,4,1,0.55508665,0,0
gpt-5.6-luna,no_communication,0,61,1;1;1;1,1,4,1,0.83543761,0,0
gpt-5.6-luna,no_communication,0,62,1;1;1;1,1,4,1,0.70102726,0,0
gpt-5.6-luna,no_communication,0,63,1;1;1;1,1,4,1,0.32646966,0,0
gpt-5.6-luna,no_communication,0,64,1;1;1;1,1,4,1,0.26199434,0,0
gpt-5.6-luna,no_communication,0,65,1;1;1;1,1,4,1,0.33332212,0,0
gpt-5.6-luna,no_communication,0,66,1;1;1;1,1,4,1,0.82035028,0,0
gpt-5.6-luna,no_communication,0,67,1;1;1;1,1,4,1,0.93427411,0,0
gpt-5.6-luna,no_communication,0,68,1;1;1;1,1,4,1,0.84668563,0,0
gpt-5.6-luna,no_communication,0,69,1;1;1;1,1,4,1,0.37844134,0,0
gpt-5.6-luna,no_communication,0,70,1;1;1;1,1,4,1,0.72828276,0,0
gpt-5.6-luna,no_communication,0,71,1;1;1;1,1,4,1,0.17819354,0,0
gpt-5.6-luna,no_communication,0,72,1;1;1;1,1,4,1,0.10575552,0,0
gpt-5.6-luna,no_communication,0,73,1;1;1;1,1,4,1,0.53464642,0,0
gpt-5.6-luna,no_communication,0,74,1;1;1;1,1,4,1,0.64834393,0,0
gpt-5.6-luna,no_communication,0,75,1;1;1;1,1,4,1,0.27968532,0,0
gpt-5.6-luna,no_communication,0,76,1;1;1;1,1,4,1,0.70788465,0,0
gpt-5.6-luna,no_communication,0,77,1;1;1;1,1,4,1,0.00918247,0,0
gpt-5.6-luna,no_communication,0,78,1;1;1;1,1,4,1,0.14291647,0,0
gpt-5.6-luna,no_communication,0,79,1;1;1;1,1,4,1,0.75942027,0,0
gpt-5.6-luna,no_communication,0,80,1;1;1;1,1,4,1,0.19190615,0,0
gpt-5.6-luna,no_communication,0,81,1;1;1;1,1,4,1,0.59367800,0,0
gpt-5.6-luna,no_communication,0,82,1;1;1;1,1,4,1,0.12961105,0,0
gpt-5.6-luna,no_communication,0,83,1;1;1;1,1,4,1,0.75072950,0,0
gpt-5.6-luna,no_communication,0,84,1;1;1;1,1,4,1,0.80239512,0,0
gpt-5.6-luna,no_communication,0,85,1;1;1;1,1,4,1,0.24126985,0,0
gpt-5.6-luna,no_communication,0,86,1;1;1;1,1,4,1,0.27281498,0,0
gpt-5.6-luna,no_communication,0,87,1;1;1;1,1,4,1,0.60473372,0,0
gpt-5.6-luna,no_communication,0,88,1;1;1;1,1,4,1,0.76591866,0,0
gpt-5.6-luna,no_communication,0,89,1;1;1;1,1,4,1,0.95611187,0,0
gpt-5.6-luna,no_communication,0,90,1;1;1;1,1,4,1,0.03533331,0,0
gpt-5.6-luna,no_communication,0,91,1;1;1;1,1,4,1,0.39972365,0,0
gpt-5.6-luna,no_communication,0,92,1;1;1;1,1,4,1,0.01025479,0,0
gpt-5.6-luna,no_communication,0,93,1;1;1;1,1,4,1,0.71469298,0,0
gpt-5.6-luna,no_communication,0,94,1;1;1;1,1,4,1,0.79872771,0,0
gpt-5.6-luna,no_communication,0,95,1;1;1;1,1,4,1,0.44918355,0,0
gpt-5.6-luna,no_communication,0,96,1;1;1;1,1,4,1,0.07099902,0,0
gpt-5.6-luna,no_communication,0,97,1;1;1;1,1,4,1,0.91078878,0,0
gpt-5.6-luna,no_communication,0,98,1;1;1;1,1,4,1,0.32132881,0,0
gpt-5.6-luna,no_communication,0,99,1;1;1;1,1,4,1,0.07207334,0,0
gpt-5.6-luna,no_communication,0,100,1;1;1;1,1,4,1,0.93437082,0,0
gpt-5.6-luna,no_communication,1,1,1;1;1;1,1,4,1,0.72742500,0,0
gpt-5.6-luna,no_communication,1,2,1;1;1;1,1,4,1,0.42463893,0,0
gpt-5.6-luna,no_communication,1,3,1;1;1;1,1,4,1,0.23226462,0,0
gpt-5.6-luna,no_communication,1,4,1;1;1;1,1,4,1,0.94566484,0,0
gpt-5.6-luna,no_communication,1,5,1;1;1;1,1,4,1,0.87330574,0,0
gpt-5.6-luna,no_communication,1,6,1;1;1;1,1,4,1,0.56093951,0,0
gpt-5.6-luna,no_communication,1,7,1;1;1;1,1,4,1,0.27177012,0,0
gpt-5.6-luna,no_communication,1,8,1;1;1;1,1,4,1,0.27615082,0,0
gpt-5.6-luna,no_communication,1,9,1;1;1;1,1,4,1,0.42842357,0,0
gpt-5.6-luna,no_communication,1,10,1;1;1;1,1,4,1,0.27145226,0,0
gpt-5.6-luna,no_communication,1,11,1;1;1;1,1,4,1,0.15466588,0,0
gpt-5.6-luna,no_communication,1,12,1;1;1;1,1,4,1,0.85620606,0,0
gpt-5.6-luna,no_communication,1,13,1;1;1;1,1,4,1,0.86413130,0,0
gpt-5.6-luna,no_communication,1,14,1;1;1;1,1,4,1,0.20140233,0,0
gpt-5.6-luna,no_communication,1,15,1;1;1;1,1,4,1,0.92717464,0,0
gpt-5.6-luna,no_communication,1,16,1;1;1;1,1,4,1,0.34403834,0,0
gpt-5.6-luna,no_communication,1,17,1;1;1;1,1,4,1,0.18169576,0,0
gpt-5.6-luna,no_communication,1,18,1;1;1;1,1,4,1,0.08825821,0,0
gpt-5.6-luna,no_communication,1,19,1;1;1;1,1,4,1,0.58931914,0,0
gpt-5.6-luna,no_communication,1,20,1;1;1;1,1,4,1,0.52595910,0,0
gpt-5.6-luna,no_communication,1,21,1;1;1;1,1,4,1,0.19229131,0,0
gpt-5.6-luna,no_communication,1,22,1;1;1;1,1,4,1,0.76608512,0,0
gpt-5.6-luna,no_communication,1,23,1;1;1;1,1,4,1,0.99035450,0,0
gpt-5.6-luna,no_communication,1,24,2;1;1;1,1,3,0,0.96640915,0,0
gpt-5.6-luna,no_communication,1,25,2;1;1;2,1,2,0,0.06725016,0,0
gpt-5.6-luna,no_communication,1,26,1;1;1;1,1,4,1,0.07180968,0,0
gpt-5.6-luna,no_communication,1,27,1;1;1;1,1,4,1,0.63336384,0,0
gpt-5.6-luna,no_communication,1,28,1;1;1;1,1,4,1,0.26655201,0,0
gpt-5.6-luna,no_communication,1,29,1;1;1;1,1,4,1,0.94812410,0,0
gpt-5.6-luna,no_communication,1,30,1;1;1;1,1,4,1,0.69914060,0,0
gpt-5.6-luna,no_communication,1,31,1;1;1;1,1,4,1,0.91789431,0,0
gpt-5.6-luna,no_communication,1,32,1;1;1;1,1,4,1,0.17831576,0,0
gpt-5.6-luna,no_communication,1,33,1;1;1;1,1,4,1,0.57105953,0,0
gpt-5.6-luna,no_communication,1,34,1;1;1;1,1,4,1,0.97109619,0,0
gpt-5.6-luna,no_communication,1,35,1;1;1;1,1,4,1,0.91202689,0,0
gpt-5.6-luna,no_communication,1,36,1;1;1;1,1,4,1,0.34511831,0,0
gpt-5.6-luna,no_communication,1,37,1;1;1;1,1,4,1,0.73799235,0,0
gpt-5.6-luna,no_communication,1,38,1;1;1;1,1,4,1,0.58142352,0,0
gpt-5.6-luna,no_communication,1,39,1;1;1;1,1,4,1,0.18333153,0,0
gpt-5.6-luna,no_communication,1,40,1;1;1;1,1,4,1,0.06607845,0,0
gpt-5.6-luna,no_communication,1,41,1;1;1;1,1,4,1,0.53136250,0,0
gpt-5.6-luna,no_communication,1,42,1;1;1;1,1,4,1,0.50787678,0,0
gpt-5.6-luna,no_communication,1,43,1;1;1;1,1,4,1,0.48103051,0,0
gpt-5.6-luna,no_communication,1,44,1;1;1;1,1,4,1,0.43780605,0,0
gpt-5.6-luna,no_communication,1,45,1;1;1;1,1,4,1,0.14279462,0,0
gpt-5.6-luna,no_communication,1,46,1;1;1;1,1,4,1,0.92739265,0,0
gpt-5.6-luna,no_communication,1,47,1;1;1;1,1,4,1,0.34177362,0,0
gpt-5.6-luna,no_communication,1,48,1;1;1;1,1,4,1,0.47637359,0,0
gpt-5.6-luna,no_communication,1,49,1;1;1;1,1,4,1,0.19112140,0,0
gpt-5.6-luna,no_communication,1,50,1;1;1;1,1,4,1,0.77290120,0,0
gpt-5.6-luna,no_communication,1,51,1;1;1;1,1,4,1,0.30910782,0,0
gpt-5.6-luna,no_communication,1,52,1;1;1;1,1,4,1,0.84720535,0,0
gpt-5.6-luna,no_communication,1,53,1;1;1;1,1,4,1,0.13175742,0,0
gpt-5.6-luna,no_communication,1,54,1;1;1;1,1,4,1,0.94548211,0,0
gpt-5.6-luna,no_communication,1,55,1;1;1;1,1,4,1,0.92604148,0,0
gpt-5.6-luna,no_communication,1,56,1;1;1;1,1,4,1,0.31450618,0,0
gpt-5.6-luna,no_communication,1,57,1;1;1;1,1,4,1,0.56338978,0,0
gpt-5.6-luna,no_communication,1,58,1;1;1;1,1,4,1,0.98009453,0,0
gpt-5.6-luna,no_communication,1,59,1;1;1;1,1,4,1,0.29450534,0,0
gpt-5.6-luna,no_communication,1,60,1;1;1;1,1,4,1,0.57333620,0,0
gpt-5.6-luna,no_communication,1,61,1;1;1;1,1,4,1,0.42667306,0,0
gpt-5.6-luna,no_communication,1,62,1;1;1;1,1,4,1,0.67812731,0,0
gpt-5.6-luna,no_communication,1,63,1;1;1;1,1,4,1,0.58086522,0,0
gpt-5.6-luna,no_communication,1,64,1;1;1;1,1,4,1,0.62750575,0,0
gpt-5.6-luna,no_communication,1,65,1;1;1;1,1,4,1,0.44437438,0,0
gpt-5.6-luna,no_communication,1,66,1;1;1;1,1,4,1,0.02907965,0,0
gpt-5.6-luna,no_communication,1,67,1;1;1;1,1,4,1,0.82264380,0,0
gpt-5.6-luna,no_communication,1,68,1;1;1;1,1,4,1,0.38566033,0,0
gpt-5.6-luna,no_communication,1,69,1;1;1;1,1,4,1,0.00577263,0,0
gpt-5.6-luna,no_communication,1,70,1;1;1;1,1,4,1,0.31738806,0,0
gpt-5.6-luna,no_communication,1,71,1;1;1;1,1,4,1,0.60039015,0,0
gpt-5.6-luna,no_communication,1,72,1;1;1;1,1,4,1,0.52780975,0,0
gpt-5.6-luna,no_communication,1,73,1;1;1;1,1,4,1,0.77017344,0,0
gpt-5.6-luna,no_communication,1,74,1;1;1;1,1,4,1,0.66431364,0,0
gpt-5.6-luna,no_communication,1,75,1;1;1;1,1,4,1,0.84296931,0,0
gpt-5.6-luna,no_communication,1,76,1;1;1;1,1,4,1,0.72148332,0,0
gpt-5.6-luna,no_communication,1,77,1;1;1;1,1,4,1,0.92212022,0,0
gpt-5.6-luna,no_communication,1,78,1;1;1;1,1,4,1,0.84957246,0,0
gpt-5.6-luna,no_communication,1,79,1;1;1;1,1,4,1,0.61542445,0,0
gpt-5.6-luna,no_communication,1,80,1;1;1;1,1,4,1,0.09597388,0,0
gpt-5.6-luna,no_communication,1,81,1;1;1;1,1,4,1,0.49651178,0,0
gpt-5.6-luna,no_communication,1,82,1;1;1;1,1,4,1,0.07034313,0,0
gpt-5.6-luna,no_communication,1,83,1;1;1;1,1,4,1,0.70773182,0,0
gpt-5.6-luna,no_communication,1,84,1;1;1;1,1,4,1,0.72701323,0,0
gpt-5.6-luna,no_communication,1,85,1;1;1;1,1,4,1,0.78213417,0,0
gpt-5.6-luna,no_communication,1,86,1;1;1;1,1,4,1,0.04254008,0,0
gpt-5.6-luna,no_communication,1,87,1;1;1;1,1,4,1,0.78956464,0,0
gpt-5.6-luna,no_communication,1,88,1;1;1;1,1,4,1,0.26662368,0,0
gpt-5.6-luna,no_communication,1,89,1;1;1;1,1,4,1,0.64593094,0,0
gpt-5.6-luna,no_communication,1,90,1;1;1;1,1,4,1,0.03758539,0,0
gpt-5.6-luna,no_communication,1,91,1;1;1;1,1,4,1,0.72112632,0,0
gpt-5.6-luna,no_communication,1,92,1;1;1;1,1,4,1,0.37435495,0,0
gpt-5.6-luna,no_communication,1,93,1;1;1;1,1,4,1,0.02208947,0,0
gpt-5.6-luna,no_communication,1,94,1;1;1;1,1,4,1,0.10530510,0,0
gpt-5.6-luna,no_communication,1,95,1;1;1;1,1,4,1,0.52142637,0,0
gpt-5.6-luna,no_communication,1,96,1;1;1;1,1,4,1,0.20150537,0,0
gpt-5.6-luna,no_communication,1,97,1;1;1;1,1,4,1,0.29122644,0,0
gpt-5.6-luna,no_communication,1,98,1;1;1;1,1,4,1,0.85592262,0,0
gpt-5.6-luna,no_communication,1,99,1;1;1;1,1,4,1,0.18285340,0,0
gpt-5.6-luna,no_communication,1,100,1;1;1;1,1,4,1,0.46278728,0,0
gpt-5.6-luna,no_communication,2,1,1;1;1;1,1,4,1,0.03521756,0,0
gpt-5.6-luna,no_communication,2,2,1;1;1;1,1,4,1,0.80801255,0,0
gpt-5.6-luna,no_communication,2,3,1;1;1;1,1,4,1,0.38085146,0,0
gpt-5.6-luna,no_communication,2,4,1;1;1;1,1,4,1,0.34299460,0,0
gpt-5.6-luna,no_communication,2,5,2;1;1;1,1,3,0,0.21201061,0,0
gpt-5.6-luna,no_communication,2,6,2;2;1;1,1,2,0,0.94235605,0,0
gpt-5.6-luna,no_communication,2,7,1;2;2;1,1,2,0,0.78442304,0,0
gpt-5.6-luna,no_communication,2,8,2;1;2;1,1,2,0,0.87521869,0,0
gpt-5.6-luna,no_communication,2,9,1;1;1;1,1,4,1,0.36966365,0,0
gpt-5.6-luna,no_communication,2,10,1;1;1;1,1,4,1,0.94431105,0,0
gpt-5.6-luna,no_communication,2,11,1;1;1;1,1,4,1,0.28908578,0,0
gpt-5.6-luna,no_communication,2,12,2;1;1;1,1,3,0,0.50007011,0,0
gpt-5.6-luna,no_communication,2,13,2;2;1;1,1,2,0,0.59380982,0,0
gpt-5.6-luna,no_communication,2,14,2;1;1;2,1,2,0,0.60228459,0,0
gpt-5.6-luna,no_communication,2,15,1;1;1;1,1,4,1,0.05771633,0,0
gpt-5.6-luna,no_communication,2,16,1;1;1;1,1,4,1,0.94728576,0,0
gpt-5.6-luna,no_communication,2,17,1;1;1;1,1,4,1,0.55942653,0,0
gpt-5.6-luna,no_communication,2,18,1;1;1;1,1,4,1,0.61658571,0,0
gpt-5.6-luna,no_communication,2,19,1;1;1;1,1,4,1,0.93403564,0,0
gpt-5.6-luna,no_communication,2,20,1;1;1;1,1,4,1,0.89075670,0,0
gpt-5.6-luna,no_communication,2,21,1;1;1;1,1,4,1,0.75060384,0,0
gpt-5.6-luna,no_communication,2,22,1;1;1;1,1,4,1,0.62591914,0,0
gpt-5.6-luna,no_communication,2,23,1;1;1;1,1,4,1,0.45833577,0,0
gpt-5.6-luna,no_communication,2,24,1;1;1;1,1,4,1,0.55101386,0,0
gpt-5.6-luna,no_communication,2,25,1;1;1;1,1,4,1,0.29891204,0,0
gpt-5.6-luna,no_communication,2,26,1;1;1;1,1,4,1,0.36647124,0,0
gpt-5.6-luna,no_communication,2,27,1;1;1;1,1,4,1,0.89631659,0,0
gpt-5.6-luna,no_communication,2,28,1;1;1;1,1,4,1,0.03743914,0,0
gpt-5.6-luna,no_communication,2,29,1;1;1;1,1,4,1,0.48506132,0,0
gpt-5.6-luna,no_communication,2,30,1;1;1;1,1,4,1,0.31423700,0,0
gpt-5.6-luna,no_communication,2,31,1;1;1;1,1,4,1,0.41579625,0,0
gpt-5.6-luna,no_communication,2,32,1;1;1;1,1,4,1,0.18505376,0,0
gpt-5.6-luna,no_communication,2,33,1;1;1;1,1,4,1,0.48256800,0,0
gpt-5.6-luna,no_communication,2,34,1;1;1;1,1,4,1,0.91834775,0,0
gpt-5.6-luna,no_communication,2,35,1;1;1;1,1,4,1,0.58670997,0,0
gpt-5.6-luna,no_communication,2,36,1;1;1;1,1,4,1,0.29461548,0,0
gpt-5.6-luna,no_communication,2,37,1;1;1;1,1,4,1,0.25355523,0,0
gpt-5.6-luna,no_communication,2,38,1;1;1;1,1,4,1,0.50411835,0,0
gpt-5.6-luna,no_communication,2,39,1;1;1;1,1,4,1,0.03273196,0,0
gpt-5.6-luna,no_communication,2,40,1;1;1;1,1,4,1,0.61365302,0,0
gpt-5.6-luna,no_communication,2,41,1;1;1;1,1,4,1,0.43116395,0,0
gpt-5.6-luna,no_communication,2,42,1;1;1;1,1,4,1,0.62597843,0,0
gpt-5.6-luna,no_communication,2,43,1;1;1;1,1,4,1,0.64939108,0,0
gpt-5.6-luna,no_communication,2,44,1;1;1;1,1,4,1,0.86159197,0,0
gpt-5.6-luna,no_communication,2,45,1;1;1;1,1,4,1,0.71176685,0,0
gpt-5.6-luna,no_communication,2,46,1;1;1;1,1,4,1,0.16799360,0,0
gpt-5.6-luna,no_communication,2,47,1;1;1;1,1,4,1,0.82885853,0,0
gpt-5.6-luna,no_communication,2,48,1;1;1;1,1,4,1,0.28192142,0,0
gpt-5.6-luna,no_communication,2,49,1;1;1;1,1,4,1,0.00080547,0,0
gpt-5.6-luna,no_communication,2,50,1;1;1;1,1,4,1,0.40352504,0,0
gpt-5.6-luna,no_communication,2,51,1;1;1;1,1,4,1,0.49802848,0,0
gpt-5.6-luna,no_communication,2,52,1;1;1;1,1,4,1,0.02552202,0,0
gpt-5.6-luna,no_communication,2,53,1;1;1;1,1,4,1,0.66885109,0,0
gpt-5.6-luna,no_communication,2,54,1;1;1;1,1,4,1,0.00410131,0,0
gpt-5.6-luna,no_communication,2,55,1;1;1;1,1,4,1,0.73927292,0,0
gpt-5.6-luna,no_communication,2,56,1;1;1;1,1,4,1,0.13210798,0,0
gpt-5.6-luna,no_communication,2,57,1;1;1;1,1,4,1,0.76834531,0,0
gpt-5.6-luna,no_communication,2,58,1;1;1;1,1,4,1,0.69117333,0,0
gpt-5.6-luna,no_communication,2,59,1;1;1;1,1,4,1,0.09849868,0,0
gpt-5.6-luna,no_communication,2,60,1;1;1;1,1,4,1,0.30182152,0,0
gpt-5.6-luna,no_communication,2,61,1;1;1;1,1,4,1,0.53168499,0,0
gpt-5.6-luna,no_communication,2,62,1;1;1;1,1,4,1,0.86083204,0,0
gpt-5.6-luna,no_communication,2,63,1;1;1;1,1,4,1,0.72424314,0,0
gpt-5.6-luna,no_communication,2,64,1;1;1;1,1,4,1,0.39237267,0,0
gpt-5.6-luna,no_communication,2,65,1;1;1;1,1,4,1,0.42873368,0,0
gpt-5.6-luna,no_communication,2,66,1;1;1;1,1,4,1,0.55709108,0,0
gpt-5.6-luna,no_communication,2,67,1;1;1;1,1,4,1,0.76249307,0,0
gpt-5.6-luna,no_communication,2,68,1;1;1;1,1,4,1,0.06989001,0,0
gpt-5.6-luna,no_communication,2,69,1;1;1;1,1,4,1,0.48848952,0,0
gpt-5.6-luna,no_communication,2,70,1;1;1;1,1,4,1,0.21217985,0,0
gpt-5.6-luna,no_communication,2,71,1;1;1;1,1,4,1,0.51814907,0,0
gpt-5.6-luna,no_communication,2,72,1;1;1;1,1,4,1,0.35152000,0,0
gpt-5.6-luna,no_communication,2,73,1;1;1;1,1,4,1,0.72690801,0,0
gpt-5.6-luna,no_communication,2,74,1;1;1;1,1,4,1,0.40467145,0,0
gpt-5.6-luna,no_communication,2,75,1;1;1;1,1,4,1,0.61438430,0,0
gpt-5.6-luna,no_communication,2,76,1;1;1;1,1,4,1,0.95153014,0,0
gpt-5.6-luna,no_communication,2,77,1;1;1;1,1,4,1,0.45253611,0,0
gpt-5.6-luna,no_communication,2,78,1;1;1;1,1,4,1,0.88123552,0,0
gpt-5.6-luna,no_communication,2,79,1;1;1;1,1,4,1,0.65560034,0,0
gpt-5.6-luna,no_communication,2,80,1;1;1;1,1,4,1,0.79576659,0,0
gpt-5.6-luna,no_communication,2,81,1;1;1;1,1,4,1,0.71039436,0,0
gpt-5.6-luna,no_communication,2,82,1;1;1;1,1,4,1,0.14853443,0,0
gpt-5.6-luna,no_communication,2,83,1;1;1;1,1,4,1,0.25925018,0,0
gpt-5.6-luna,no_communication,2,84,1;1;1;1,1,4,1,0.23094616,0,0
gpt-5.6-luna,no_communication,2,85,1;1;1;1,1,4,1,0.78365987,0,0
gpt-5.6-luna,no_communication,2,86,1;1;1;1,1,4,1,0.44689586,0,0
gpt-5.6-luna,no_communication,2,87,1;1;1;1,1,4,1,0.99406525,0,0
gpt-5.6-luna,no_communication,2,88,1;1;1;1,1,4,1,0.17668147,0,0
gpt-5.6-luna,no_communication,2,89,1;1;1;1,1,4,1,0.57309242,0,0
gpt-5.6-luna,no_communication,2,90,1;1;1;1,1,4,1,0.78078884,0,0
gpt-5.6-luna,no_communication,2,91,1;1;1;1,1,4,1,0.38412031,0,0
gpt-5.6-luna,no_communication,2,92,1;1;1;1,1,4,1,0.57462759,0,0
gpt-5.6-luna,no_communication,2,93,1;1;1;1,1,4,1,0.84106211,0,0
gpt-5.6-luna,no_communication,2,94,1;1;1;1,1,4,1,0.86825157,0,0
gpt-5.6-luna,no_communication,2,95,1;1;1;1,1,4,1,0.47472604,0,0
gpt-5.6-luna,no_communication,2,96,1;1;1;1,1,4,1,0.85345968,0,0
gpt-5.6-luna,no_communication,2,97,1;1;1;1,1,4,1,0.42746659,0,0
gpt-5.6-luna,no_communication,2,98,1;1;1;1,1,4,1,0.53512866,0,0
gpt-5.6-luna,no_communication,2,99,1;1;1;1,1,4,1,0.15513055,0,0
gpt-5.6-luna,no_communication,2,100,1;1;1;1,1,4,1,0.93027850,0,0
gpt-5.6-luna,no_communication,3,1,1;1;1;1,1,4,1,0.21820098,0,0
gpt-5.6-luna,no_communication,3,2,1;1;1;1,1,4,1,0.52615937,0,0
gpt-5.6-luna,no_communication,3,3,1;1;1;1,1,4,1,0.32941361,0,0
gpt-5.6-luna,no_communication,3,4,1;1;1;1,1,4,1,0.41324099,0,0
gpt-5.6-luna,no_communication,3,5,1;1;1;1,1,4,1,0.34253510,0,0
gpt-5.6-luna,no_communication,3,6,1;1;1;1,1,4,1,0.34169770,0,0
gpt-5.6-luna,no_communication,3,7,1;1;1;1,1,4,1,0.58007723,0,0
gpt-5.6-luna,no_communication,3,8,1;1;1;1,1,4,1,0.33414406,0,0
gpt-5.6-luna,no_communication,3,9,1;1;1;1,1,4,1,0.31282062,0,0
gpt-5.6-luna,no_communication,3,10,1;1;1;1,1,4,1,0.01672415,0,0
gpt-5.6-luna,no_communication,3,11,1;1;1;1,1,4,1,0.54030254,0,0
gpt-5.6-luna,no_communication,3,12,2;1;1;1,1,3,0,0.15145315,0,0
gpt-5.6-luna,no_communication,3,13,2;1;1;1,1,3,0,0.37462303,0,0
gpt-5.6-luna,no_communication,3,14,2;1;1;1,1,3,0,0.25215868,0,0
gpt-5.6-luna,no_communication,3,15,2;1;1;2,1,2,0,0.53715803,0,0
